Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-27,41.87002182006836,75.5989990234375,55.417476654052734,86.6591796875,23.39933204650879,42.36056609144427,76.33899688720703,56.74351877326241,88.16789525437017,23.999332427978516,41.816039387401,75.3604965209961,55.381772449677165,86.6591796875,23.333999633789062,42.036667914040706,76.2249984741211,56.71624404513445,88.07590177222497,23.75,155712400,96176000,42964000,25869100,71961000
2018-02-28,41.8066520690918,75.62249755859375,54.74354934692383,86.26360321044922,22.87066650390625,42.39342858513631,76.43499755859375,55.920323975107024,88.04830627991602,23.682666778564453,41.790224188970356,75.5999984741211,54.69792877661116,86.13481092900862,22.814666748046875,42.07422201715211,75.97550201416016,55.64013845884599,87.2479482292612,23.504667282104492,151128400,90300000,49292000,31167300,91045500
2018-03-01,41.07434844970703,74.67250061035156,53.131370544433594,85.417236328125,22.062000274658203,42.19626465227854,75.92449951171875,55.108033526161094,86.99954923246405,23.244667053222656,40.52512659282956,73.25,52.927057899393276,84.48808616571165,22.004667282104492,41.90522226538842,75.68000030517578,55.022244310460025,86.46597729613546,23.000667572021484,195208000,136704000,55338000,37135600,103284000
2018-03-02,41.35835647583008,75.01249694824219,53.76265335083008,85.60124206542969,22.341333389282227,41.37947957033199,75.05249786376953,53.899026988063376,85.69323554537242,22.347999572753906,40.47584232615504,72.75050354003906,52.07510100225839,83.58655186701644,21.531333923339844,40.55799246886187,73.45500183105469,52.46537287912138,84.24891615244834,21.798667907714844,153816000,131752000,50162000,32830400,76392000
2018-03-05,41.501529693603516,76.18049621582031,54.2892951965332,86.1440200805664,22.22333335876465,41.71746301418378,76.26899719238281,54.60766301593922,86.72358539883722,22.516666412353516,40.96169460145311,74.05000305175781,53.174012787298004,84.87449304207408,21.952667236328125,41.12364548723818,74.71199798583984,53.46461403558384,84.948083624721,22.159332275390625,113605600,104678000,28648000,23901600,57357000
2018-03-06,41.46632385253906,76.88200378417969,54.59378433227539,85.84961700439453,21.8799991607666,41.837167053383304,77.10649871826172,54.82834927042334,86.92595535660489,22.424667358398438,41.33958169646813,76.4000015258789,54.27640773300641,85.50003900637334,21.802000045776367,41.75736630395347,76.66000366210938,54.653293863423634,86.78796164047876,22.25,95154000,91234000,23382000,22175800,64285500
2018-03-07,41.0814094543457,77.25,55.294986724853516,86.34638214111328,22.15333366394043,41.27387392830294,77.29499816894531,55.35251373694703,86.41997971868963,22.166667938232422,40.90303062936639,76.12550354003906,54.04878630713491,85.03085527120403,21.44933319091797,41.06028635297987,76.32599639892578,54.19309379120403,85.70242088394846,21.695999145507812,126814000,83482000,30748000,26716100,75109500
2018-03-08,41.52969741821289,77.59300231933594,56.00611114501953,86.87077331542969,21.940000534057617,41.57194361047891,77.74400329589844,56.108263680275236,87.48713738265516,22.219999313354492,41.09078970758341,77.26249694824219,55.40210212118872,86.26360368360544,21.751333236694336,41.18701833932262,77.5,55.40210212118872,86.72357812517424,22.19066619873047,95096400,77252000,33862000,25887800,53493000
2018-03-09,42.24320602416992,78.94450378417969,57.56621170043945,88.81184387207031,21.81133270263672,42.24790123821032,78.9469985961914,57.574145546899096,88.81184387207031,21.89933204650879,41.63530652700031,77.9540023803711,56.249594231403485,87.3951221031081,21.4913330078125,41.76909326665948,78.17500305175781,56.50795689570287,87.66190805492415,21.606666564941406,128740800,90686000,42662000,36937300,82602000
2018-03-12,42.6516227722168,79.91950225830078,57.818634033203125,89.02342987060547,23.034000396728516,42.80887848962803,80.2665023803711,58.42512124352599,89.42820953211465,23.1473331451416,42.297210953699,79.33499908447266,57.48489032731857,88.35187127072128,21.766666412353516,42.315984655461044,79.62999725341797,57.7749921970881,88.77504681745752,21.907333374023438,128828400,103484000,44306000,26073700,123960000
2018-03-13,42.24085998535156,79.40899658203125,56.52829360961914,86.85236358642578,22.78933334350586,43.06938797986928,80.87699890136719,58.41718483569654,89.4558131766805,23.1473331451416,42.06952227846858,78.90049743652344,56.26348396423701,86.44758389637617,21.766666412353516,42.85580050964318,80.7979965209961,58.11121150101052,89.23502744513155,21.907333374023438,126774000,130638000,43140000,35387800,89487000
2018-03-14,41.88176727294922,79.55000305175781,56.97361373901367,86.3371810913086,21.775333404541016,42.369965835063375,80.3219985961914,57.512657541407506,87.77230578612534,22.65399932861328,41.73389842335402,79.54450225830078,56.64929456873817,86.01520046122678,21.595333099365234,42.3230244232332,79.8499984741211,56.82038115055427,87.50551983015717,22.450666427612305,117473600,85188000,41870000,32132000,119511000
2018-03-15,41.93104934692383,79.11599731445312,57.05891036987305,86.64079284667969,21.706666946411133,42.30424194138419,79.84549713134766,57.64853862654186,87.00877383234258,22.190000534057617,41.79492034377192,78.90550231933594,56.31754018699412,85.39886316138926,21.406667709350586,41.89584418772932,79.75,57.00733846980149,86.04282462230918,21.958667755126953,90975200,81394000,33382000,27611000,98472000
2018-03-16,41.78318405151367,78.58399963378906,56.256046295166016,87.02717590332031,21.42333221435547,42.04136357525891,79.47200012207031,57.36636872328307,87.74473501605976,21.82666778564453,41.68929765809745,78.375,56.104300590504835,86.40161028886597,21.271333694458008,41.931049301369676,79.17250061035156,57.29396905727139,87.10077350941,21.528667449951172,157618800,108500000,58656000,49081300,91759500
2018-03-19,41.144779205322266,77.24649810791016,54.55263137817383,85.45404815673828,20.90399932861328,41.654100905167574,78.08300018310547,55.50971752162546,86.38319846091478,21.383333206176758,40.75985386813316,76.26750183105469,53.99969855061903,84.73648917637232,20.64466667175293,41.618895738906545,77.72650146484375,55.4298796298798,86.2360032758896,21.100000381469727,133787200,131616000,63656000,33344100,112264500
2018-03-20,41.13069152832031,79.32550048828125,54.340877532958984,85.67481231689453,20.703332901000977,41.49683953309172,79.3499984741211,54.82438065206572,86.26357887126103,21.083332061767578,41.06027762400275,77.27050018310547,53.67735893275285,85.5552215232001,20.583999633789062,41.13069152832031,77.51699829101562,54.46980917576911,85.60122176158693,20.9913330078125,78597600,91632000,54598000,23075200,71464500
2018-03-21,40.19888687133789,79.09300231933594,54.25161361694336,85.07685089111328,21.101999282836914,41.09547953238162,79.5,54.980589276264126,86.52116993401089,21.496000289916992,40.196537473159985,78.15850067138672,53.91489614445986,84.82846083494661,20.679332733154297,41.083743285691064,79.32250213623047,54.18070083702967,85.49082495985651,20.683332443237305,148219600,95016000,44898000,24457100,89376000
2018-03-22,39.63088607788086,77.24600219726562,52.22584915161133,82.60218811035156,20.606666564941406,40.52982452051389,78.69249725341797,53.75173546748775,84.40528657812015,21.254667282104492,39.57220842812468,77.12000274658203,52.05178503253973,82.48259731548386,20.545333862304688,39.90080183419946,78.27349853515625,53.557838624870314,83.96370814868757,20.926000595092773,165963200,126412000,69312000,38604700,74097000
2018-03-23,38.713172912597656,74.77799987792969,50.90675735473633,80.201171875,20.1026668548584,39.88203087822492,77.45099639892578,52.90176997836697,83.21860414074136,20.75,38.713172912597656,74.76799774169922,50.823446283165815,80.10917835834309,20.030000686645508,39.5229238913069,76.95050048828125,52.13758574321913,82.33545374725526,20.75,164115200,160120000,49880000,44068900,99823500
2018-03-26,40.55094528198242,77.79299926757812,52.272464752197266,86.27278137207031,20.278667449951172,40.62840019813181,77.84950256347656,52.5293443201654,86.47517119359267,20.506000518798828,39.06522697707837,74.9625015258789,50.11479896430372,83.16335753033422,19.423999786376953,39.44780634373773,76.5,52.09939566186596,83.35654590033711,20.48933219909668,150164800,112494000,65984000,56396800,125628000
2018-03-27,39.51118087768555,74.85250091552734,49.93429183959961,82.30781555175781,18.61199951171875,41.10955946368787,78.79850006103516,52.790684742551996,87.52392326496935,20.284666061401367,39.177892261077965,74.11599731445312,49.472112163939144,81.4246655965039,18.478666305541992,40.764534600998445,78.62000274658203,52.75894557229753,87.3399363229526,20.266666412353516,163690400,139992000,60816000,56569000,208080000
2018-03-28,39.07462692260742,71.57099914550781,49.84701156616211,82.2342300415039,17.185333251953125,39.90550460608626,72.79499816894531,50.82939354831861,83.92693963492772,17.91200065612793,38.77185176834323,69.30850219726562,48.79669436686432,81.75585971083261,16.80666732788086,39.25535512087376,72.3499984741211,49.68485388033702,82.62980834170733,17.6386661529541,166674000,274106000,77698000,52501100,315021000
2018-03-29,39.37974548339844,72.36699676513672,51.431907653808594,83.96372985839844,17.742000579833984,40.31154688271614,72.77349853515625,51.97293768569506,84.90208163156933,18.06399917602539,39.173199002522075,68.26000213623047,49.79047550504021,81.3234811065896,16.547332763671875,39.386786515119255,70.30000305175781,50.146038171939914,82.96098896404732,17.099332809448242,153594000,251622000,69338000,45867500,227560500
2018-04-02,39.12156295776367,68.59950256347656,50.216468811035156,81.43386840820312,16.832000732421875,39.65201123119887,71.06800079345703,51.55044492322944,83.60494823688387,17.35533332824707,38.60285451256873,67.75,49.30500321648542,80.50472513118372,16.305999755859375,39.11217610913106,70.88099670410156,50.95982535754775,83.22777286135134,17.083999633789062,150347200,209272000,65068000,48515400,241710000
2018-04-03,39.52292251586914,69.60250091552734,50.5164794921875,82.52859497070312,17.8353328704834,39.60741848522696,70.69999694824219,50.82989103838948,82.8413811705791,18.22333335876465,38.69908950068041,67.7665023803711,49.45376396334763,80.85428865932397,16.965999603271484,39.34688954482369,69.56900024414062,50.39101726128376,82.40900416940869,17.988000869750977,121112000,204624000,51322000,37213800,282666000
2018-04-04,40.27869415283203,70.52850341796875,51.0634651184082,84.93887329101562,19.12933349609375,40.37257697878735,70.76950073242188,51.213723943837955,85.33445155065061,19.224666595458984,38.67327419175449,67.64399719238281,49.41707256609332,80.707110269423,16.799999237060547,38.69909250610223,67.91200256347656,49.50236615694031,80.8174996320592,16.851999282836914,138422000,139646000,50724000,35560000,298450500
2018-04-05,40.55799102783203,72.5875015258789,51.20875930786133,84.98487091064453,20.381332397460938,40.893625455435775,72.97799682617188,51.90649138891989,85.61963785321196,20.417333602905273,40.388999115021946,71.35350036621094,50.78030130890484,84.08332498215286,19.213333129882812,40.50635441106232,72.09950256347656,51.89062369515919,85.04007261346732,19.28933334350586,107732800,128270000,35836000,29771900,286816500
2018-04-06,39.52058410644531,70.2614974975586,50.083560943603516,83.00697326660156,19.953332901000977,40.48289571302498,72.625,51.37538191226471,85.05845491188343,20.618667602539062,39.47833432314732,70.01300048828125,49.90007607203774,82.31701175010156,19.700000762939453,40.12848388752817,71.49849700927734,50.73566868177713,84.16610356089251,20.066667556762695,140021200,117646000,40134000,38026000,202804500
2018-04-09,39.91254425048828,70.30400085449219,50.58641052246094,83.50373840332031,19.310667037963867,40.62606300601005,71.92400360107422,51.80136751782146,85.7116166339721,20.633333206176758,39.8656028397066,70.12850189208984,50.54227305521171,83.36575171655885,19.28066635131836,39.872643872253846,71.25150299072266,50.58392859390655,83.75212847679377,20.024667739868164,116070800,84164000,33220000,31533900,153747000
2018-04-10,40.66362380981445,71.81099700927734,51.400177001953125,85.44483947753906,20.31333351135254,40.83965681332014,71.91899871826172,51.633746876732836,85.81282039033174,20.47333335876465,40.259921168596016,70.78500366210938,50.35432045290916,84.3041049646687,19.57866668701172,40.60494614197922,71.59950256347656,51.090734279213066,84.9940665441604,19.931333541870117,113634400,85082000,36620000,26812000,164847000
2018-04-11,40.473487854003906,71.35250091552734,50.83285903930664,84.50650787353516,20.062000274658203,40.8208584655468,72.43900299072266,51.368929001481966,85.82203510242216,20.59866714477539,40.29980075753307,71.24449920654297,50.542261592399946,84.15692981263246,19.977333068847656,40.42419706264097,71.97200012207031,51.177014676224935,84.64450161448337,20.049333572387695,89726400,71650000,34060000,24872100,112243500
2018-04-12,40.87251281738281,72.42500305175781,51.43935775756836,86.08881378173828,19.60533332824707,41.074364121464306,72.60600280761719,51.804341241532015,86.62238579124602,20.26333236694336,40.61432966748776,71.75299835205078,50.88196805941184,85.03087121630813,19.57866668701172,40.70117504412537,71.9749984741211,51.15074654456522,85.03087121630813,20.154666900634766,91557200,62700000,32896000,26758900,114132000
2018-04-13,41.01097869873047,71.53949737548828,51.37736892700195,85.62885284423828,20.022666931152344,41.27150758615567,72.98899841308594,52.2174260544613,86.6407953197054,20.26333236694336,40.80443582338923,71.22599792480469,51.08528453394412,85.04008605783363,19.73200035095215,41.02271494402695,72.45700073242188,51.915425297700864,86.52120447887917,20.239999771118164,100497200,73706000,25410000,23346100,109908000
2018-04-16,41.266815185546875,72.07499694824219,51.876243591308594,86.6315689086914,19.413999557495117,41.35365695260684,72.3499984741211,52.14055760390715,87.08234883299939,19.977333068847656,41.03445042603608,71.3740005493164,51.272234561158584,85.94160737163209,19.267332077026367,41.0813918249496,72.25,51.84896886410997,86.53957544081383,19.933332443237305,86313600,56172000,29776000,20288100,95077500
2018-04-17,41.83481979370117,75.19149780273438,53.525611877441406,88.37947082519531,19.179332733154297,41.99911650197846,75.3594970703125,53.80530174936191,88.81184783471846,19.47800064086914,41.40529895401935,72.85099792480469,52.42124076423234,87.28472963245811,18.833999633789062,41.42407623230813,73.11499786376953,52.625057782700104,87.3951260025443,19.257999420166016,106421600,102288000,54584000,26771000,105000000
