Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA,AAPL,AMZN,GOOGL,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,40.26707458496094,59.45050048828125,53.22063446044922,78.69990539550781,21.368667602539062,40.276426884472016,59.5,53.357999362017694,79.02953907768298,21.474000930786133,39.56580192963127,58.5255012512207,52.21941091232708,78.28786678570712,20.733333587646484,39.77618586634448,58.599998474121094,52.21941091232708,78.8647222365954,20.799999237060547,102223600,53890000,31766000,22483800,65283000
2018-01-03,40.260074615478516,60.209999084472656,54.128631591796875,79.066162109375,21.149999618530273,40.80239401569069,60.27450180053711,54.35575453121397,79.21266906606273,21.683332443237305,40.19696262508525,59.415000915527344,53.23154686819996,78.71821856599594,21.036666870117188,40.330202616107094,59.415000915527344,53.25633966895291,78.80062348975564,21.399999618530273,118071600,62176000,31318000,26061400,67822500
2018-01-04,40.44706726074219,60.47949981689453,54.33889389038086,79.7620620727539,20.974666595458984,40.5499211500562,60.79349899291992,54.75148424777262,80.2656710412665,21.23666763305664,40.224998308918046,60.233001708984375,54.26451170182566,79.26761153616974,20.3786678314209,40.33252478094121,60.25,54.4048503854512,79.28592141418987,20.857999801635742,89738400,60442000,26052000,21912000,149194500
2018-01-05,40.90755844116211,61.457000732421875,55.05943298339844,80.75096893310547,21.10533332824707,40.99404756618664,61.457000732421875,55.22258571487363,80.95241253494737,21.14933204650879,40.451732074760365,60.5,54.63841320373191,80.05507475924358,20.799999237060547,40.54289734804072,60.8754997253418,54.720237383951606,80.26567679367027,21.107999801635742,94640000,70894000,30250000,23407100,68868000
2018-01-08,40.75563430786133,62.34349822998047,55.25382614135742,80.8333740234375,22.42733383178711,41.05016756597909,62.65399932861328,55.49929868498433,81.10807111480854,22.468000411987305,40.65745298829791,61.60150146484375,55.04505284208835,80.21073333738873,21.03333282470703,40.75563430786133,61.79999923706055,55.094642223098475,80.76012053429359,21.066667556762695,82271200,85590000,24644000,22113000,147891000
2018-01-09,40.75096893310547,62.6349983215332,55.183406829833984,80.77843475341797,22.246000289916992,40.9216110079164,62.96649932861328,55.46359230752594,81.24541699911678,22.586666107177734,40.53591233695206,62.0880012512207,54.95578828833966,80.44880104890551,21.82666778564453,40.802395898148504,62.845001220703125,55.46359230752594,81.17216351237246,22.3439998626709,86336000,73226000,26808000,19484300,107199000
2018-01-10,40.741600036621094,62.71649932861328,55.05199432373047,80.41215515136719,22.31999969482422,40.74393989480724,62.71649932861328,55.182912254345965,80.75094720748172,22.46666717529297,40.440054379738385,61.86149978637695,54.74652041343671,80.03674334644032,22.0,40.477456442146824,62.25749969482422,54.89627981139507,80.44878188601487,22.14666748046875,95839600,53720000,20734000,18652200,64648500
2018-01-11,40.97301483154297,63.83399963378906,55.1467170715332,80.65023040771484,22.530000686645508,41.02210547657908,63.8385009765625,55.28556886064353,80.69600858947129,22.987333297729492,40.78834797363013,62.823001861572266,54.870500380318546,79.88108290434755,22.21733283996582,40.81172158381117,62.98699951171875,55.159610992440236,80.69600858947129,22.349332809448242,74670800,62500000,22424000,17808900,99682500
2018-01-12,41.396114349365234,65.26000213623047,56.069091796875,82.04199981689453,22.4146671295166,41.45922987236905,65.28800201416016,56.10132281445176,82.20681661662402,22.694000244140625,41.05950298248666,63.669498443603516,54.94637108166763,80.98900398450246,22.244667053222656,41.18339417073276,63.669498443603516,55.05001429043601,81.19044751593127,22.575332641601562,101672400,108874000,38586000,24271500,72376500
2018-01-16,41.18574905395508,65.24299621582031,56.071563720703125,80.8974609375,22.67066764831543,41.933772604993706,66.99700164794922,56.97311273998097,83.13164323065402,23.0,41.17406046145214,64.61499786376953,55.87121991457771,80.58614411872884,22.31999969482422,41.58547252280897,66.1500015258789,56.54812417657074,82.4998441755947,22.502666473388672,118263600,144414000,36462000,36599700,97114500
2018-01-17,41.86598587036133,64.75,56.48812484741211,82.53644561767578,23.143999099731445,41.901048082180715,65.69999694824219,56.499032467639545,82.66463567856403,23.266666412353516,40.923943066330935,64.04399871826172,55.71402053627322,81.26369645183215,22.649999618530273,41.176398125146065,65.61199951171875,56.3522468478117,81.56586173214062,22.697999954223633,137547200,105076000,27830000,25621200,106552500
2018-01-18,41.90336990356445,64.66600036621094,56.332908630371094,82.49983978271484,22.971332550048828,42.09972892251785,65.2300033569336,56.5620140670971,83.02175858732727,23.48666763305664,41.66727610284251,64.20099639892578,55.762125662718006,82.09695962610064,22.916000366210938,41.92908337230499,64.69750213623047,56.50052202410961,82.22514971945554,23.044666290283203,124773600,80538000,27498000,24159700,85287000
2018-01-19,41.71638107299805,64.72899627685547,56.706321716308594,82.40827941894531,23.334667205810547,41.97818843235449,65.6500015258789,56.720206894332954,82.96682498276286,23.37266731262207,41.4709348901725,64.64949798583984,56.16083095816857,82.096962605453,22.84000015258789,41.75144328474837,65.5999984741211,56.43506511586326,82.53646951695232,23.0,129700400,91570000,30552000,36875000,73324500
2018-01-22,41.37507629394531,66.3655014038086,57.730857849121094,83.88248443603516,23.437332153320312,41.55740685328199,66.37249755859375,57.865744604493074,83.89164286886006,23.85533332824707,41.28157472341337,64.83300018310547,56.62301354096879,82.1702207613225,23.280000686645508,41.44520425527241,64.8584976196289,56.72219609151508,82.40829111390825,23.293333053588867,108434400,82802000,29550000,23601600,93156000
2018-01-23,41.38443374633789,68.12699890136719,58.32643127441406,84.14797973632812,23.519332885742188,41.945453988337626,68.24500274658203,58.44247277294646,84.51424001636391,24.03333282470703,41.333010368506855,66.86699676513672,57.884088088915895,83.81834618287928,23.399999618530273,41.44521299016399,66.90450286865234,58.05120585591647,84.14797973632812,24.0,130756400,103386000,39138000,23412800,81981000
2018-01-24,40.72524642944336,67.87550354003906,58.084434509277344,84.07475280761719,23.05933380126953,41.44522021370444,69.40799713134766,58.86597712030096,85.54894583512001,23.649999618530273,40.486812695865126,66.9000015258789,57.891528893223416,83.85499936459995,22.90133285522461,41.433531621173195,68.74099731445312,58.763325166375935,84.74317855349946,23.6386661529541,204420400,136150000,37128000,33277500,79312500
2018-01-25,39.99825668334961,68.89749908447266,58.62248229980469,84.54171752929688,22.50933265686035,40.89588486778186,68.91699981689453,58.76431163354587,85.37495294600716,23.280000686645508,39.862676869004524,67.88099670410156,58.11170450023698,84.17545720934129,22.426666259765625,40.793030969529916,68.4000015258789,58.551569524647675,84.66990759340615,23.218000411987305,166116000,95060000,29984000,26383200,101104500
2018-01-26,40.09177017211914,70.10250091552734,58.891265869140625,86.12579345703125,22.856666564941406,40.20631269584493,70.12650299072266,58.891265869140625,86.12579345703125,22.933332443237305,39.75282231915957,69.04550170898438,57.922772751632536,84.77063919745439,22.380666732788086,40.20631269584493,69.60050201416016,58.88977898213961,85.26508963892228,22.766666412353516,156572000,97146000,42170000,29172200,68091000
2018-01-29,39.261924743652344,70.88400268554688,58.83770751953125,85.99761199951172,23.302000045776367,39.77619070677116,71.56950378417969,59.408986114209235,87.39855156453403,23.389999389648438,39.05388063992829,70.02200317382812,58.71769720777798,85.81448529283227,22.552000045776367,39.77619070677116,70.45899963378906,58.913084740245644,87.11470307343008,22.656667709350586,202561600,114038000,31494000,31569900,71206500
2018-01-30,39.03049850463867,71.89099884033203,58.38594055175781,84.91712951660156,23.05466651916504,39.124000098125286,71.9625015258789,58.90961228811915,85.75953035047272,23.218000411987305,38.499867866116375,69.5999984741211,58.24411121339858,84.33111579746006,22.81133270263672,38.693887061115404,70.15850067138672,58.40329891610791,85.4298967602263,23.00933265686035,184192800,117438000,37338000,38635100,70765500
2018-01-31,39.13801956176758,72.54450225830078,58.62645721435547,86.99568176269531,23.62066650390625,39.37411693794769,73.62899780273438,58.82977861079239,87.3527837732905,23.746000289916992,38.92062678192371,72.50199890136719,58.124604467232764,85.6222103416871,23.012666702270508,39.00711592226718,72.56500244140625,58.70530384445866,85.84196381301408,23.167333602905273,129915600,128494000,36022000,48756300,93211500
2018-02-01,39.219844818115234,69.5,58.595211029052734,86.30895233154297,23.28333282470703,39.41620032091382,72.99400329589844,58.8858123025016,87.96627239800233,23.977333068847656,38.98141109794126,69.25700378417969,57.98872383699025,85.68631162928595,23.242000579833984,39.07725255770871,72.25,58.31750745953423,86.79424448453909,23.399999618530273,188923200,182276000,73514000,47227900,62965500
2018-02-02,37.518096923828125,71.49749755859375,55.50128173828125,84.03813171386719,22.916667938232422,38.990770600564964,74.9000015258789,56.10132195619659,86.04340210036129,23.463333129882812,37.42459530527834,70.69999694824219,55.10307223257932,83.78175151548805,22.700666427612305,38.803763796607285,73.86949920654297,55.908911977935325,85.74123672977026,23.229333877563477,346375200,222514000,117842000,47867800,55572000
2018-02-05,36.580711364746094,69.5,52.68406677246094,80.57698059082031,22.208667755126953,38.30817909539416,72.9489974975586,55.29250913268484,85.37497156996687,22.96466636657715,36.46616890910437,66.03600311279297,52.403885060973224,80.57698059082031,22.200000762939453,37.19081856416882,70.13099670410156,54.579401181234864,82.92103597254027,22.531333923339844,290954000,229900000,83550000,51031500,66961500
2018-02-06,38.10948944091797,72.14199829101562,53.77703857421875,83.62609100341797,22.264667510986328,38.270782705665994,72.19950103759766,53.923328586433655,83.76343953076176,22.4146671295166,35.99865925194776,67.5895004272461,51.07834235602137,78.05895231699519,21.566667556762695,36.19267842788692,68.072998046875,51.275216795467266,79.56061371472502,21.680667877197266,272975200,221336000,76630000,67998600,76326000
2018-02-07,37.293670654296875,70.83899688720703,52.337928771972656,82.0511703491211,23.0,38.19597476327134,73.04949951171875,53.88117365517062,84.02896525177215,23.066667556762695,37.18380790882007,70.75749969482422,52.29875138174202,81.67575153320365,22.37733268737793,38.12351050765929,72.44999694824219,53.803813916102946,82.8569376078551,22.599332809448242,206434400,143254000,51942000,41107600,104538000
2018-02-08,36.267478942871094,67.5250015258789,49.97248077392578,77.83918762207031,21.01533317565918,37.63496190465887,71.6875,52.7604354198397,82.298386000137,23.2413330078125,36.2394291809823,67.49700164794922,49.823213214703266,77.61027577150557,20.97333335876465,37.46899249081761,71.48400115966797,52.55910033343243,82.14272761835343,22.887332916259766,217562000,171572000,66792000,55628700,154719000
2018-02-09,36.711090087890625,66.9800033569336,51.88467788696289,80.74177551269531,20.69466781616211,37.058460813619604,69.17500305175781,52.15494325576477,81.42851095638942,21.398666381835938,35.26292594672998,63.29650115966797,49.441370595626765,76.75871133643632,19.650667190551758,36.865999961496776,68.67449951171875,50.87353415422336,79.02036118206905,21.32866668701172,282690400,282830000,98360000,63499100,194005500
2018-02-12,38.18975830078125,69.3115005493164,52.295780181884766,81.6116714477539,21.048667907714844,38.46671505344137,69.69049835205078,52.841766609935185,82.20684380953173,21.205333709716797,36.969260475488554,67.20050048828125,51.84599874927794,80.51289707665414,20.416667938232422,37.201625228363696,68.2334976196289,52.40041465388367,81.25456942785463,21.075332641601562,243278000,134778000,56240000,35720300,93417000
2018-02-13,38.572349548339844,70.72550201416016,52.27494812011719,82.25263214111328,21.577333450317383,38.66858177983185,70.98600006103516,52.62604638340829,82.40829056892028,21.612667083740234,37.94097729101988,69.17649841308594,51.91690726786351,80.39386848268161,20.833999633789062,38.01139120629208,69.29650115966797,52.069644225040435,81.4285478382566,21.001333236694336,130196800,118358000,31586000,26407700,68403000
2018-02-14,39.283504486083984,72.55249786376953,53.19533920288086,83.54055786132812,21.487333297729492,39.32340485070856,72.60299682617188,53.33270409658668,83.70614894506195,21.744667053222656,38.229656385108385,70.16799926757812,52.05972837561951,81.33268610308124,21.23466682434082,38.2672073520852,70.3125,52.28387374049977,81.42467958989934,21.389333724975586,162579600,119184000,41304000,34960900,59260500
2018-02-15,40.60260009765625,73.08799743652344,54.12069320678711,85.24247741699219,22.271333694458008,40.62606901581881,73.4469985961914,54.256571212523454,85.2976721108339,22.274667739868164,39.666103234935505,71.84200286865234,52.9240821910196,83.36578062118154,21.49333381652832,39.85152308844231,73.34449768066406,53.728435037863214,83.90854716036867,21.633333206176758,204588800,113054000,37396000,27823900,88693500
2018-02-16,40.47114944458008,72.43450164794922,54.32599639892578,84.63531494140625,22.365999221801758,41.03211125006785,73.29000091552734,54.96124517382604,86.01523855458136,22.874666213989258,40.31624316123592,72.3280029296875,54.13011323977028,84.45132793377802,22.109333038330078,40.454721563931344,72.86849975585938,54.22086252426643,85.04928921789701,22.166667938232422,160704400,89452000,39948000,30596900,84639000
2018-02-20,40.33502197265625,73.4175033569336,54.727176666259766,85.29763793945312,22.31800079345703,40.900671851907454,74.4384994506836,55.35696970461913,85.61041710412444,22.722667694091797,40.234094542494496,72.32450103759766,54.053246168762826,83.72452662728915,22.100000381469727,40.38196338095014,72.32450103759766,54.190115423156875,84.15690360557682,22.29800033569336,135722000,129984000,33754000,30911700,60141000
2018-02-21,40.15195083618164,74.14600372314453,55.231014251708984,84.16612243652344,22.219999313354492,40.86781542185468,75.17449951171875,56.3443141726212,85.88642939685167,22.645999908447266,40.13786518942926,73.94599914550781,54.921571529083906,84.16612243652344,22.211332321166992,40.56504027258118,74.25,55.00042193417786,85.53685134347427,22.402000427246094,149886400,126088000,41486000,26922500,48294000
2018-02-22,40.48759078979492,74.26699829101562,55.04009246826172,84.38689422607422,23.077999114990234,40.82792054682032,75.12699890136719,55.811714885519635,85.30684289213622,23.16266632080078,40.3021709353275,73.78800201416016,54.80454007218007,84.0465106929168,22.316667556762695,40.323294036203414,74.76799774169922,55.49979401074562,84.68127751846801,22.368667602539062,123967600,97162000,28010000,24392800,104547000
2018-02-23,41.19171142578125,75.0,55.942138671875,86.53038024902344,23.469999313354492,41.226916584183606,75.0,55.987267393103004,86.53958170207245,23.666000366210938,40.73167706139258,74.32499694824219,54.96769426169726,84.96647012599861,23.139999389648438,40.76219058627438,74.76699829101562,55.474503270089066,86.10720465124793,23.18866729736328,135249600,88362000,25292000,26329200,87261000
2018-02-26,42.00614929199219,76.09750366210938,56.71623992919922,87.78150939941406,23.827999114990234,42.10472729761741,76.14199829101562,56.74103272715342,87.80910673935696,23.933332443237305,41.358349434426906,75.3499984741211,56.004123275614624,86.7051710297284,23.49066734313965,41.39120876963531,75.45999908447266,56.12908987357392,86.84316474809499,23.566667556762695,152648800,99100000,30912000,30199800,65100000
